y,round
1.1210476038072938,1
1.1665134138955686,1
0.27045830299103113,1
1.1665134138955686,1
1.0920878173079935,1
0.8564889347761457,1
1.3929903785945754,1
1.1214031631448378,1
0.6444480528982379,1
1.2597733649159402,1
1.0872880242332268,1
-1.4640325444762072,1
0.9652374696203732,1
1.061517242546655,1
1.1764668517132386,1
-1.7780737500737769,1
-1.8844104323249837,1
1.3903574303810153,2
0.8738960158990012,2
1.3336806166318367,2
1.2431395752081138,2
1.348206557111734,2
0.9458129774919651,2
0.9643890400411622,2
1.2129160930560678,2
1.0888798794917265,2
1.2538444898097394,2
0.8564889347761457,2
1.3929903785945754,2
1.1951369795277822,2
1.2937914465066824,2
1.30303768118555,2
0.8727270202312962,2
1.2695931853239795,2
1.1353319966078328,2
1.0888798794917265,2
1.2337991584224244,2
0.8727270202312962,2
0.9292160155385567,2
0.9970201381193414,2
1.1241411539652493,2
1.1285392876326612,2
1.0872880242332268,2
1.1285392876326612,2
0.9231463275461949,2
1.2292657146439305,2
0.4123551740730897,2
1.2395813559271383,2
1.2364880034848746,2
1.05897974879253,2
1.3929903785945754,2
0.8531219245475807,2
1.0683968962262582,2
1.348206557111734,2
1.042552628496461,2
1.1241411539652493,2
0.8531219245475807,2
0.9458129774919651,2
1.2913317385394396,2
0.950382879774803,2
1.0683968962262582,2
1.3129750705105903,2
0.8531219245475807,2
1.2364880034848746,2
1.2737428664338526,2
1.2538444898097394,2
0.9652374696203732,2
1.1210476038072938,2
1.2685134772708087,2
1.2395813559271383,2
1.2790211456307938,2
1.2737428664338526,2
0.8531219245475807,2
1.2577354243954706,2
1.1918440320603485,2
1.2431395752081138,2
0.9167867960455315,2
0.4123551740730897,2
1.3929903785945754,2
0.7285644346092158,2
1.0768769222100198,2
0.834534233461034,2
1.1181691872454458,2
1.1509946197932597,2
0.7987987695212261,2
1.0872880242332268,2
1.193579892552802,2
1.2695931853239795,2
1.1029131520958408,2
1.0476221224001874,2
1.061517242546655,2
1.2502171845067256,2
0.8738960158990012,2
1.2913317385394396,2
0.8727270202312962,2
1.1757107659271009,2
0.8531219245475807,2
1.235960038645014,2
0.9231463275461949,2
1.109211050175676,2
0.834534233461034,2
1.0768769222100198,2
1.3336806166318367,2
1.2395813559271383,2
1.092943387810045,2
1.1736132302456248,2
0.9231463275461949,2
1.2577354243954706,2
1.0872880242332268,2
1.1221344879309763,2
1.1951369795277822,2
1.2114245628839897,2
1.0822539732470733,2
0.834534233461034,2
0.950382879774803,2
1.2364880034848746,2
1.0827451746160746,2
1.1820791392886447,3
1.3903574303810153,3
0.7987987695212261,3
1.1933646221702028,3
1.1221344879309763,3
1.0859907033295912,3
1.1353319966078328,3
0.9652374696203732,3
0.950382879774803,3
1.061517242546655,3
1.0549558263311134,3
0.7987987695212261,3
0.9887529447538839,3
0.9623457045119345,3
1.0549558263311134,3
0.834534233461034,3
0.8928917721356161,3
0.9231463275461949,3
1.2502171845067256,3
1.2114245628839897,3
0.9437934935491434,3
1.2114245628839897,3
0.9643890400411622,3
1.2913317385394396,3
1.3775787967686837,3
0.6116723143305519,3
1.1210476038072938,3
1.2364880034848746,3
1.1764668517132386,3
1.0768769222100198,3
1.1866695526237305,3
0.8738960158990012,3
1.0723814926282538,3
0.9623457045119345,3
1.1696774854686984,3
1.2937914465066824,3
0.9292160155385567,3
1.30303768118555,3
1.193579892552802,3
1.1221344879309763,3
1.3929903785945754,3
1.193579892552802,3
0.9292160155385567,3
1.2790211456307938,3
1.1285392876326612,3
0.834534233461034,3
1.061517242546655,3
1.2913317385394396,3
1.3929903785945754,3
1.0549558263311134,3
1.0822539732470733,3
1.2431395752081138,3
0.834534233461034,3
1.249479741480478,3
1.0859907033295912,3
1.0827451746160746,3
1.3903574303810153,3
1.3129750705105903,3
1.2577354243954706,3
0.9788191411031746,3
0.7987987695212261,3
0.9371418623102509,3
0.9887529447538839,3
1.3775787967686837,3
1.109211050175676,3
1.3775787967686837,3
1.2538444898097394,3
1.1918440320603485,3
1.2292657146439305,3
1.2364880034848746,3
1.0683968962262582,3
0.8181347467628869,3
1.348206557111734,3
1.249479741480478,3
1.0920283559991137,3
1.0888798794917265,3
1.193880723412139,3
0.8928917721356161,3
0.9231463275461949,3
0.7285644346092158,3
1.1285392876326612,3
0.8928917721356161,3
1.1951369795277822,3
1.1736132302456248,3
1.1509946197932597,3
1.1764668517132386,3
1.1992270626291064,3
1.2475723109917654,3
0.9832178646290529,3
1.2685134772708087,3
1.2502171845067256,3
1.2500658291016382,3
0.8181347467628869,3
1.2475723109917654,3
1.092943387810045,3
0.9887529447538839,3
0.8729823894429432,3
0.9652374696203732,3
1.2597733649159402,3
1.2737428664338526,3
1.3861272508754858,4
1.3929903785945754,4
1.2337991584224244,4
1.0872880242332268,4
1.0259858617382172,4
1.2913317385394396,4
1.235960038645014,4
1.026668882797515,4
0.9292160155385567,4
1.1544833010126134,4
0.9455300690538262,4
1.1214031631448378,4
1.144079728278125,4
1.0920878173079935,4
1.1221344879309763,4
1.1291151041953795,4
0.9644089115226764,4
1.3775787967686837,4
1.2631741710217315,4
1.0859907033295912,4
1.1554846047918208,4
1.2395813559271383,4
1.2937914465066824,4
0.7461661844264337,4
1.0872880242332268,4
1.2928065053482998,4
1.3129750705105903,4
0.808822751908826,4
1.144079728278125,4
0.9644089115226764,4
0.874337535763027,4
0.9292160155385567,4
1.0141230460709312,4
1.1027459242791138,4
1.0859907033295912,4
1.2475723109917654,4
1.0277155771504989,4
0.9382273516045601,4
0.27623757733526083,4
0.9644089115226764,4
1.2790211456307938,4
1.05897974879253,4
1.041216261575629,4
1.169783550949473,4
0.9854275477762884,4
1.149976645444608,4
1.2360288672777684,4
1.3129750705105903,4
1.0945907538561634,4
1.1757107659271009,4
1.348206557111734,4
1.2475723109917654,4
1.1183924379632657,4
1.0987299140243942,4
1.0350685815805514,4
0.874337535763027,4
1.1214031631448378,4
1.3797270058119155,4
1.3775787967686837,4
1.252814442122317,4
1.0872880242332268,4
1.1554846047918208,4
1.1129670218684988,4
1.1027459242791138,4
1.1029131520958408,4
0.8197822203385299,4
1.092943387810045,4
1.2227045856559693,4
1.2475723109917654,4
1.1948313238780235,4
1.0366724775349858,4
1.1241411539652493,4
0.9323897205831976,4
1.1173886666649802,4
1.2129160930560678,4
1.1173886666649802,4
0.9382273516045601,4
0.8728735482032768,4
0.7019746829120012,4
1.4505212684956694,4
1.1305605587677388,4
0.27623757733526083,4
0.9043582256415289,4
1.0433959709977763,4
1.2597733649159402,4
1.3023596407730023,4
1.1291151041953795,4
1.1736132302456248,4
1.0277155771504989,4
1.1165139120644563,4
1.0567300252811775,4
1.3929903785945754,4
1.1757107659271009,4
1.2253708567552044,4
1.2395813559271383,4
1.3929903785945754,4
1.0236937846303644,4
1.0683968962262582,4
1.1757107659271009,4
1.3129750705105903,4
